naics,naics_title,short_title,short_label,full_label,match_level,avg_baseline_productivity,avg_scenario_productivity,avg_baseline_revenue,avg_scenario_revenue,prod_change,prod_pct_change,revenue_change,revenue_pct_change
322220,Paper Bag and Coated and Treated Paper Manufacturing,Paper Bag & Coated & Treated Paper Mfg,322220 | Paper Bag & Coated & Treated Paper Mfg,322220 - Paper Bag and Coated and Treated Paper Manufacturing,exact,176.05252,176.05252,456.83936,456.83936,0.0,0.0,0.0,0.0
322230,Stationery Product Manufacturing,Stationery Prod Mfg,322230 | Stationery Prod Mfg,322230 - Stationery Product Manufacturing,exact,147.82655,147.82655,382.5323,382.5323,0.0,0.0,0.0,0.0
322291,Sanitary Paper Product Manufacturing,Sanitary Paper Prod Mfg,322291 | Sanitary Paper Prod Mfg,322291 - Sanitary Paper Product Manufacturing,exact,328.17053,328.17053,682.76917,682.76917,0.0,0.0,0.0,0.0
322299,All Other Converted Paper Product Manufacturing,All Other Converted Paper Prod Mfg,322299 | All Other Converted Paper Prod Mfg,322299 - All Other Converted Paper Product Manufacturing,exact,163.3604,163.3604,320.5699,320.5699,0.0,0.0,0.0,0.0
323111,Commercial Printing (except Screen and Books),Commercial Print (except Screen & Books),323111 | Commercial Print (except Screen & Books),323111 - Commercial Printing (except Screen and Books),exact,135.50809,135.50809,232.83243,232.83243,0.0,0.0,0.0,0.0
323113,Commercial Screen Printing,Commercial Screen Print,323113 | Commercial Screen Print,323113 - Commercial Screen Printing,exact,97.59607,97.59607,173.57242,173.57242,0.0,0.0,0.0,0.0
323117,Books Printing,Books Print,323117 | Books Print,323117 - Books Printing,exact,109.018005,109.018005,201.65009,201.65009,0.0,0.0,0.0,0.0
323120,Support Activities for Printing,Support Activities for Print,323120 | Support Activities for Print,323120 - Support Activities for Printing,exact,97.91066,97.91066,119.8524,119.8524,0.0,0.0,0.0,0.0
324110,Petroleum Refineries,Petroleum Refineries,324110 | Petroleum Refineries,324110 - Petroleum Refineries,exact,1185.6466,1185.6466,6540.679,6540.679,0.0,0.0,0.0,0.0
324121,Asphalt Paving Mixture and Block Manufacturing,Asphalt Paving Mixture & Block Mfg,324121 | Asphalt Paving Mixture & Block Mfg,324121 - Asphalt Paving Mixture and Block Manufacturing,exact,319.08646,319.08646,847.22363,847.22363,0.0,0.0,0.0,0.0
324122,Asphalt Shingle and Coating Materials Manufacturing,Asphalt Shingle & Coating Materials Mfg,324122 | Asphalt Shingle & Coating Materials Mfg,324122 - Asphalt Shingle and Coating Materials Manufacturing,exact,476.00812,476.00812,1101.6406,1101.6406,0.0,0.0,0.0,0.0
324191,Petroleum Lubricating Oil and Grease Manufacturing,Petroleum Lubricating Oil & Grease Mfg,324191 | Petroleum Lubricating Oil & Grease Mfg,324191 - Petroleum Lubricating Oil and Grease Manufacturing,exact,498.6451,498.6451,1390.3866,1390.3866,0.0,0.0,0.0,0.0
324199,All Other Petroleum and Coal Products Manufacturing,All Other Petroleum & Coal Prod Mfg,324199 | All Other Petroleum & Coal Prod Mfg,324199 - All Other Petroleum and Coal Products Manufacturing,exact,457.47607,457.47607,1137.8058,1137.8058,0.0,0.0,0.0,0.0
325110,Petrochemical Manufacturing,Petrochemical Mfg,325110 | Petrochemical Mfg,325110 - Petrochemical Manufacturing,exact,2720.3867,2720.3867,5481.959,5481.959,0.0,0.0,0.0,0.0
325120,Industrial Gas Manufacturing,Industrial Gas Mfg,325120 | Industrial Gas Mfg,325120 - Industrial Gas Manufacturing,exact,427.3899,427.3899,826.32227,826.32227,0.0,0.0,0.0,0.0
325130,Synthetic Dye and Pigment Manufacturing,Synthetic Dye & Pigment Mfg,325130 | Synthetic Dye & Pigment Mfg,325130 - Synthetic Dye and Pigment Manufacturing,exact,315.36475,315.36475,835.9208,835.9208,0.0,0.0,0.0,0.0
325180,Other Basic Inorganic Chemical Manufacturing,Other Basic Inorganic Chem Mfg,325180 | Other Basic Inorganic Chem Mfg,325180 - Other Basic Inorganic Chemical Manufacturing,exact,475.8779,475.8779,780.5935,780.5935,0.0,0.0,0.0,0.0
325193,Ethyl Alcohol Manufacturing,Ethyl Alcohol Mfg,325193 | Ethyl Alcohol Mfg,325193 - Ethyl Alcohol Manufacturing,exact,606.70654,606.70654,2767.3975,2767.3975,0.0,0.0,0.0,0.0
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing","Cyclic Crude, Intermediate, & Gum & W...","325194 | Cyclic Crude, Intermediate, & Gum & W...","325194 - Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",exact,607.19275,607.19275,1236.6023,1236.6023,0.0,0.0,0.0,0.0
325199,All Other Basic Organic Chemical Manufacturing,All Other Basic Organic Chem Mfg,325199 | All Other Basic Organic Chem Mfg,325199 - All Other Basic Organic Chemical Manufacturing,exact,519.70605,519.70605,1176.1337,1176.1337,0.0,0.0,0.0,0.0
325211,Plastics Material and Resin Manufacturing,Plast Material & Resin Mfg,325211 | Plast Material & Resin Mfg,325211 - Plastics Material and Resin Manufacturing,exact,394.30554,394.30554,1290.5237,1290.5237,0.0,0.0,0.0,0.0
325212,Synthetic Rubber Manufacturing,Synthetic Rubber Mfg,325212 | Synthetic Rubber Mfg,325212 - Synthetic Rubber Manufacturing,exact,375.43683,375.43683,908.3105,908.3105,0.0,0.0,0.0,0.0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Artificial & Synthetic Fibers & Filam...,325220 | Artificial & Synthetic Fibers & Filam...,325220 - Artificial and Synthetic Fibers and Filaments Manufacturing,exact,210.85405,210.85405,528.67255,528.67255,0.0,0.0,0.0,0.0
